Field Id,Organization,City,State,Latitude,Longitude,Prod Year,Seed Class,Variety,Area,Area Unit,Location,Organization Modified,Variety Modified
21110736,JDPC Otukpo,Oju Town,Benue,6.80514,8.3998,2017,Certified Seed,TMEB419,0.39,Ha,"6.80514,8.3998",JDPC,TMEB419
21110803,Caritas Gboko,Buruku,Benue,7.63083,9.16917,2017,Certified Seed,TMEB419,0.2,Ha,"7.63083,9.16917",Caritas,TMEB419
Ben1460-2017,JDPC Otukpo,Oju Town,Benue,6.80514,8.3998,2017,Certified Seed,Fineface,0.59,Ha,"6.80514,8.3998",JDPC,Fineface
21111208,FJDP Katsina-Ala,Katsina-Ala,Benue,7.21278,9.38606,2017,Certified Seed,TMS-IBA011368,1.0,Ha,"7.21278,9.38606",FJDP,Others
21111376,FJDP Katsina-Ala,Katsina-Ala,Benue,7.17962,9.33397,2017,Certified Seed,TMEB419,1.0,Ha,"7.17962,9.33397",FJDP,TMEB419
21111505,FJDP Katsina-Ala,Katsina-Ala,Benue,7.33032,9.41772,2017,Certified Seed,TMEB419,1.0,Ha,"7.33032,9.41772",FJDP,TMEB419
21111574,FJDP Katsina-Ala,Katsina-Ala,Benue,7.10673,9.32799,2017,Certified Seed,TMEB419,1.0,Ha,"7.10673,9.32799",FJDP,TMEB419
Ben2307-2017,JDPC Otukpo,Oju Town,Benue,6.80514,8.3998,2017,Certified Seed,Fineface,0.59,Ha,"6.80514,8.3998",JDPC,Fineface
Ben2642-2017,FJDP Katsina-Ala,Ugbaand Anyiin,Benue,7.68603,9.27382,2017,Certified Seed,Fineface,1.0,Ha,"7.68603,9.27382",FJDP,Fineface
21111760,JDPC Otukpo,Obussa,Benue,6.91831,8.13169,2017,Certified Seed,TMEB419,0.43,Ha,"6.91831,8.13169",JDPC,TMEB419
Ben1686-2017,FJDP Katsina-Ala,Ugbaand Anyiin,Benue,7.69454,9.27331,2017,Certified Seed,Fineface,0.6,Ha,"7.69454,9.27331",FJDP,Fineface
Ben1312-2017,FJDP Katsina-Ala,Ugbaand Anyiin,Benue,7.69454,9.27331,2017,Certified Seed,Dixon,0.4,Ha,"7.69454,9.27331",FJDP,Dixon
21112202,JDPC Otukpo,Obussa,Benue,6.91831,8.13169,2017,Certified Seed,TMS-IBA30572,0.51,Ha,"6.91831,8.13169",JDPC,Others
21112514,FJDP Katsina-Ala,Zaki-Biam,Benue,7.66216,9.63078,2017,Certified Seed,TMS-IBA011368,1.0,Ha,"7.66216,9.63078",FJDP,Others
21112717,JDPC Otukpo,Obussa,Benue,6.91807,8.13095,2017,Certified Seed,TMEB419,0.54,Ha,"6.91807,8.13095",JDPC,TMEB419
21112886,JDPC Otukpo,Obussa,Benue,6.91807,8.13095,2017,Certified Seed,TMS-IBA30572,0.56,Ha,"6.91807,8.13095",JDPC,Others
21113126,FJDP Katsina-Ala,Zaki-Biam,Benue,7.48764,9.60198,2017,Certified Seed,TMEB419,1.0,Ha,"7.48764,9.60198",FJDP,TMEB419
21113320,JDPC Otukpo,Okpoga,Benue,7.01176,7.9265,2017,Certified Seed,TMS-IBA011368,1.0,Ha,"7.01176,7.9265",JDPC,Others
21113384,FJDP Katsina-Ala,Zaki-Biam,Benue,7.62196,9.68098,2017,Certified Seed,TMS-IBA011368,1.0,Ha,"7.62196,9.68098",FJDP,Others
21113529,FJDP Katsina-Ala,Zaki-Biam,Benue,7.62727,9.52093,2017,Certified Seed,TMEB419,1.0,Ha,"7.62727,9.52093",FJDP,TMEB419
21113602,JDPC Otukpo,Okpoga,Benue,7.02498,7.92419,2017,Certified Seed,TMEB419,0.56,Ha,"7.02498,7.92419",JDPC,TMEB419
21113700,FJDP Katsina-Ala,Zaki-Biam,Benue,7.59908,9.5949,2017,Certified Seed,TMS-IBA011368,1.0,Ha,"7.59908,9.5949",FJDP,Others
21113798,JDPC Otukpo,Okpoga,Benue,7.02498,7.92419,2017,Certified Seed,TMS-IBA30572,0.499,Ha,"7.02498,7.92419",JDPC,Others
Ben9312-2017,JDPC Otukpo,Ugbokolo,Benue,7.118673,7.771157,2017,Certified Seed,Dixon,0.93,Ha,"7.118673,7.771157",JDPC,Dixon
21114013,Kejie Health Foundation,Adikpo,Benue,6.9202,9.2539,2017,Certified Seed,TMEB419,1.0,Ha,"6.9202,9.2539",Kejie,TMEB419
21114115,Kejie Health Foundation,Adikpo,Benue,6.83599,9.33021,2017,Certified Seed,TMS-IBA011368,1.0,Ha,"6.83599,9.33021",Kejie,Others
Ben1047-2017,JDPC Otukpo,Ugbokolo,Benue,7.13115,7.78752,2017,Certified Seed,Dixon,1.18,Ha,"7.13115,7.78752",JDPC,Dixon
21114269,Kejie Health Foundation,Adikpo,Benue,6.90225,9.28048,2017,Certified Seed,TMEB419,1.0,Ha,"6.90225,9.28048",Kejie,TMEB419
21114372,JDPC Otukpo,Ugbokolo,Benue,7.11963,7.77052,2017,Certified Seed,TMEB419,0.89,Ha,"7.11963,7.77052",JDPC,TMEB419
21114373,Kejie Health Foundation,Adikpo,Benue,6.92436,9.2404,2017,Certified Seed,TMEB419,1.0,Ha,"6.92436,9.2404",Kejie,TMEB419
21114451,Kejie Health Foundation,Lessel,Benue,7.13873,9.00696,2017,Certified Seed,TMEB419,1.0,Ha,"7.13873,9.00696",Kejie,TMEB419
21114456,JDPC Otukpo,Ugbokolo,Benue,7.17584,7.75612,2017,Certified Seed,TMEB419,0.67,Ha,"7.17584,7.75612",JDPC,TMEB419
21114546,Kejie Health Foundation,Lessel,Benue,7.13873,9.02895,2017,Certified Seed,TMEB419,1.0,Ha,"7.13873,9.02895",Kejie,TMEB419
Ben2066-2017,JDPC Otukpo,Ugbokolo,Benue,7.17584,7.75612,2017,Certified Seed,Fineface,0.59,Ha,"7.17584,7.75612",JDPC,Fineface
21114700,JDPC Otukpo,Otukpo,Benue,7.33511,8.04206,2017,Certified Seed,TMS-IBA30572,1.0,Ha,"7.33511,8.04206",JDPC,Others
21114814,JDPC Otukpo,Otukpo,Benue,7.28666,8.19813,2017,Certified Seed,TMEB419,2.01,Ha,"7.28666,8.19813",JDPC,TMEB419
21114890,JDPC Otukpo,Otukpo,Benue,7.28666,8.19813,2017,Certified Seed,TMS-IBA30572,1.94,Ha,"7.28666,8.19813",JDPC,Others
21114983,JDPC Otukpo,Otukpo,Benue,7.28666,8.19813,2017,Certified Seed,TMS-IBA011368,1.89,Ha,"7.28666,8.19813",JDPC,Others
Ben1046-2017,JDPC Otukpo,Otobi,Benue,7.14704,8.08993,2017,Certified Seed,Dixon,1.0,Ha,"7.14704,8.08993",JDPC,Dixon
Ben2273-2017,JDPC Otukpo,Otobi,Benue,7.011145,8.09375,2017,Certified Seed,Dixon,1.21,Ha,"7.011145,8.09375",JDPC,Dixon
21115391,JDPC Otukpo,Otobi,Benue,7.01101,8.09351,2017,Certified Seed,TMEB419,0.6,Ha,"7.01101,8.09351",JDPC,TMEB419
21115479,JDPC Otukpo,Otobi,Benue,7.01162,8.09442,2017,Certified Seed,TMS-IBA011368,1.08,Ha,"7.01162,8.09442",JDPC,Others
Ben2667-2017,JDPC Otukpo,Otobi,Benue,7.0116,8.09483,2017,Certified Seed,Fineface,1.14,Ha,"7.0116,8.09483",JDPC,Fineface
Ben1472-2017,JDPC Otukpo,Otukpo,Benue,7.10701,8.18104,2017,Certified Seed,Fineface,0.94,Ha,"7.10701,8.18104",JDPC,Fineface
Ben6739-2017,JDPC Otukpo,Otukpo,Benue,7.1004,8.0894,2017,Certified Seed,Fineface,0.43,Ha,"7.1004,8.0894",JDPC,Fineface
21116417,JDPC Otukpo,Otukpo,Benue,7.1004,8.0894,2017,Certified Seed,TMEB419,0.52,Ha,"7.1004,8.0894",JDPC,TMEB419
ABI2496-2017,VSE,Umuahia,Abia,5.807292,7.479392,2017,Certified Seed,TMEB419,1.0,Ha,"5.807292,7.479392",VSE,TMEB419
ABI2453-2017,VSE,Umuahia,Abia,5.39812,7.33716,2017,Certified Seed,TMEB419,0.8,Ha,"5.39812,7.33716",VSE,TMEB419
Abi9016-2017,VSE,Umuahia,Abia,5.34752,7.25901,2017,Certified Seed,TMEB419,1.0,Ha,"5.34752,7.25901",VSE,TMEB419
Abi1046-2017,VSE,Umuahia,Abia,5.31046,7.280169,2017,Certified Seed,TMEB419,1.0,Ha,"5.31046,7.280169",VSE,TMEB419
ABI2060-2017,VSE,Umuahia,Abia,5.39769,7.35012,2017,Certified Seed,TMEB419,1.0,Ha,"5.39769,7.35012",VSE,TMEB419
ABI2211-2017,VSE,Umuahia,Abia,5.219306,7.245543,2017,Certified Seed,TMEB419,1.4,Ha,"5.219306,7.245543",VSE,TMEB419
Abi8409-2017,VSE,Umuahia,Abia,5.3758,7.35388,2017,Certified Seed,TMEB419,1.1,Ha,"5.3758,7.35388",VSE,TMEB419
Abi5514-2017,VSE,Umuahia,Abia,5.26237,7.3317,2017,Certified Seed,NR87184,1.2,Ha,"5.26237,7.3317",VSE,Others
Abi3572-2017,VSE,Umuahia,Abia,5.27366,7.28905,2017,Certified Seed,TMEB419,1.0,Ha,"5.27366,7.28905",VSE,TMEB419
ABI7319-2017,VSE,Umuahia,Abia,5.495704,7.598874,2017,Certified Seed,TMEB419,0.8,Ha,"5.495704,7.598874",VSE,TMEB419
Imo2592-2017,VSE,Owerri,Imo,5.31216,7.10223,2017,Certified Seed,TMS-IBA011368,0.5,Ha,"5.31216,7.10223",VSE,Others
Imo1771-2017,VSE,Owerri,Imo,5.19419,6.57256,2017,Certified Seed,TMS-IBA011368,0.5,Ha,"5.19419,6.57256",VSE,Others
Imo1955-2017,VSE,Owerri,Imo,5.31653,7.00164,2017,Certified Seed,TMS-IBA011368,1.0,Ha,"5.31653,7.00164",VSE,Others
Imo5416-2017,VSE,Owerri,Imo,5.31653,7.00164,2017,Certified Seed,TMEB419,1.0,Ha,"5.31653,7.00164",VSE,TMEB419
Imo1277-2017,VSE,Owerri,Imo,5.41519,6.54572,2017,Certified Seed,TMS-IBA011368,0.5,Ha,"5.41519,6.54572",VSE,Others
Imo2182-2017,VSE,Owerri,Imo,5.40995,6.54091,2017,Certified Seed,TMEB419,1.0,Ha,"5.40995,6.54091",VSE,TMEB419
Imo4806-2017,VSE,Owerri,Imo,5.30327,7.07952,2017,Certified Seed,TMEB419,2.0,Ha,"5.30327,7.07952",VSE,TMEB419
Imo2807-2017,VSE,Owerri,Imo,5.24141,7.01911,2017,Certified Seed,TMEB419,1.0,Ha,"5.24141,7.01911",VSE,TMEB419
Akw2437-2017,VSE,Uyo,Akwa Ibom,5.18636,7.41241,2017,Certified Seed,TMEB419,0.8,Ha,"5.18636,7.41241",VSE,TMEB419
Akw2530-2017,VSE,Uyo,Akwa Ibom,5.21425,7.45353,2017,Certified Seed,TMEB419,1.0,Ha,"5.21425,7.45353",VSE,TMEB419
Akw1531-2017,VSE,Uyo,Akwa Ibom,5.18666,7.41044,2017,Certified Seed,TMEB419,0.8,Ha,"5.18666,7.41044",VSE,TMEB419
AKW1809-2017,VSE,Uyo,Akwa Ibom,5.008867,8.193879,2017,Certified Seed,TMEB419,1.0,Ha,"5.008867,8.193879",VSE,TMEB419
Akw1678-2017,VSE,Uyo,Akwa Ibom,5.53768,7.36755,2017,Certified Seed,TMEB419,0.5,Ha,"5.53768,7.36755",VSE,TMEB419
Akw4908-2017,VSE,Uyo,Akwa Ibom,5.177,7.42174,2017,Certified Seed,TMEB419,0.5,Ha,"5.177,7.42174",VSE,TMEB419
CRO2344-2017,VSE,Calabar,Cross River,4.9,8.8,2017,Certified Seed,TMEB419,0.8,Ha,"4.9,8.8",VSE,TMEB419
CRO4493-2017,VSE,Calabar,Cross River,4.93362,8.809382,2017,Certified Seed,TMEB419,0.8,Ha,"4.93362,8.809382",VSE,TMEB419
Cro1877-2017,VSE,Calabar,Cross River,6.45867,8.41742,2017,Certified Seed,TMEB419,0.8,Ha,"6.45867,8.41742",VSE,TMEB419
CRO2284-2017,VSE,Calabar,Cross River,4.930105,8.384925,2017,Certified Seed,TMEB419,0.8,Ha,"4.930105,8.384925",VSE,TMEB419
Cro2122-2017,VSE,Calabar,Cross River,6.19673,8.38082,2017,Certified Seed,TMEB419,1.0,Ha,"6.19673,8.38082",VSE,TMEB419
CRO1363-2017,VSE,Calabar,Cross River,5.57816,8.46234,2017,Certified Seed,TMEB419,0.8,Ha,"5.57816,8.46234",VSE,TMEB419
Cro2871-2017,VSE,Calabar,Cross River,6.07963,8.40866,2017,Certified Seed,TMEB419,0.8,Ha,"6.07963,8.40866",VSE,TMEB419
Cro2583-2017,VSE,Calabar,Cross River,6.036782,8.47769,2017,Certified Seed,TMEB419,0.8,Ha,"6.036782,8.47769",VSE,TMEB419
Cro6205-2017,VSE,Calabar,Cross River,6.1749,8.38369,2017,Certified Seed,TMEB419,0.8,Ha,"6.1749,8.38369",VSE,TMEB419
Cro2990-2017,VSE,Calabar,Cross River,5.56904,8.31956,2017,Certified Seed,TMEB419,0.56,Ha,"5.56904,8.31956",VSE,TMEB419
Imo2236-2017,VSE,Owerri,Imo,,,2017,Certified Seed,TMS-IBA011368,0.5,Ha,"nan,nan",VSE,Others
Abi1778-2017,VSE,Umuahia,Abia,5.39812,7.33716,2017,Certified Seed,Fineface,0.2,Ha,"5.39812,7.33716",VSE,Fineface
ABI2208-2017,VSE,Umuahia,Abia,5.517575,7.485387,2017,Certified Seed,Fineface,0.2,Ha,"5.517575,7.485387",VSE,Fineface
Imo2526-2017,VSE,Owerri,Imo,5.31216,7.10223,2017,Certified Seed,Dixon,0.5,Ha,"5.31216,7.10223",VSE,Dixon
Imo4914-2017,VSE,Owerri,Imo,5.19419,6.57256,2017,Certified Seed,Dixon,0.5,Ha,"5.19419,6.57256",VSE,Dixon
Imo1019-2017,VSE,Owerri,Imo,5.6819048,7.2464071,2017,Certified Seed,Dixon,0.5,Ha,"5.6819048,7.2464071",VSE,Dixon
Imo1835-2017,VSE,Owerri,Imo,5.41519,6.54572,2017,Certified Seed,Dixon,2.5,Ha,"5.41519,6.54572",VSE,Dixon
Akw2293-2017,VSE,Uyo,Akwa Ibom,5.18636,7.41241,2017,Certified Seed,Dixon,0.2,Ha,"5.18636,7.41241",VSE,Dixon
Akw2483-2017,VSE,Uyo,Akwa Ibom,5.18666,7.41044,2017,Certified Seed,Dixon,0.2,Ha,"5.18666,7.41044",VSE,Dixon
CRO1901-2017,VSE,Calabar,Cross River,4.881626,8.385024,2017,Certified Seed,TMS-IBA011368,0.2,Ha,"4.881626,8.385024",VSE,Others
CRO2977-2017,VSE,Calabar,Cross River,4.996383,8.288775,2017,Certified Seed,TMS-IBA011368,0.2,Ha,"4.996383,8.288775",VSE,Others
Cro2662-2017,VSE,Calabar,Cross River,6.45867,8.41742,2017,Certified Seed,TMS-IBA011368,0.2,Ha,"6.45867,8.41742",VSE,Others
Cro2405-2017,VSE,Calabar,Cross River,,,2017,Certified Seed,TMS-IBA011368,0.2,Ha,"nan,nan",VSE,Others
Cro2178-2017,VSE,Calabar,Cross River,6.19673,8.38082,2017,Certified Seed,TMS-IBA011368,0.2,Ha,"6.19673,8.38082",VSE,Others
Cro2151-2017,VSE,Calabar,Cross River,5.57816,8.46234,2017,Certified Seed,TMS-IBA011368,0.2,Ha,"5.57816,8.46234",VSE,Others
Cro2106-2017,VSE,Calabar,Cross River,6.07963,8.40866,2017,Certified Seed,TMS-IBA011368,0.2,Ha,"6.07963,8.40866",VSE,Others
Cro2275-2017,VSE,Calabar,Cross River,6.036782,8.47769,2017,Certified Seed,TMS-IBA011368,0.2,Ha,"6.036782,8.47769",VSE,Others
Cro4099-2017,VSE,Calabar,Cross River,6.1749,8.38369,2017,Certified Seed,TMS-IBA011368,0.2,Ha,"6.1749,8.38369",VSE,Others
Cro8605-2017,VSE,Calabar,Cross River,5.9824233,8.7235363,2017,Certified Seed,TMS-IBA011368,0.14,Ha,"5.9824233,8.7235363",VSE,Others
Cro8530-2017,VSE,Ogoja,Cross River,6.647957,8.810202,2017,Foundation Seed,TMEB419,,Ha,"6.647957,8.810202",VSE,TMEB419
Cro2086-2017,VSE,Ogoja,Cross River,6.417494,8.5935318,2017,Foundation Seed,Dixon,1.0,Ha,"6.417494,8.5935318",VSE,Dixon
Cro1840-2017,VSE,Ogoja,Cross River,6.417494,8.5935318,2017,Foundation Seed,Fineface,1.0,Ha,"6.417494,8.5935318",VSE,Fineface
Cro2287-2017,VSE,Ogoja,Cross River,6.417494,8.5935318,2017,Foundation Seed,TMS-IBA011412,,Ha,"6.417494,8.5935318",VSE,Others
Cro9822-2017,VSE,Ogoja,Cross River,6.417494,8.5935318,2017,Foundation Seed,Sunshine,1.0,Ha,"6.417494,8.5935318",VSE,Sunshine
Cro2706-2017,VSE,Ogoja,Cross River,6.417494,8.5935318,2017,Foundation Seed,TMS-IBA070539,,Ha,"6.417494,8.5935318",VSE,Others
Cro4337-2017,VSE,Ogoja,Cross River,6.417494,8.5935318,2017,Foundation Seed,Farmers_Pride,1.0,Ha,"6.417494,8.5935318",VSE,Farmer's Pride
Cro2379-2017,VSE,Ogoja,Cross River,6.417494,8.5935318,2017,Foundation Seed,TMS-IBA010040,,Ha,"6.417494,8.5935318",VSE,Others
Abi1385-2017,VSE,Umuahia,Abia,5.50711,7.497519,2017,Foundation Seed,TMEB419,,Ha,"5.50711,7.497519",VSE,TMEB419
Abi1681-2017,VSE,Umuahia,Abia,5.50711,7.49752,2017,Foundation Seed,Dixon,1.0,Ha,"5.50711,7.49752",VSE,Dixon
Abi1431-2017,VSE,Umuahia,Abia,5.50711,7.497519,2017,Foundation Seed,Fineface,1.0,Ha,"5.50711,7.497519",VSE,Fineface
Abi2860-2017,VSE,Umuahia,Abia,5.50711,7.49752,2017,Foundation Seed,Farmers_Pride,1.0,Ha,"5.50711,7.49752",VSE,Farmer's Pride
Del5115-2018,GoSeed,Warri,Delta,5.629311,5.674956,2018,Breeder Seed,Farmers_Pride,1.3,Ha,"5.629311,5.674956",GoSeed,Farmer's Pride
Del2041-2018,GoSeed,Warri,Delta,5.783143,6.100221,2018,Breeder Seed,TMEB419,1.4,Ha,"5.783143,6.100221",GoSeed,TMEB419
Del1989-2018,GoSeed,Warri,Delta,5.783331,6.100026,2018,Breeder Seed,Dixon,1.0,Ha,"5.783331,6.100026",GoSeed,Dixon
Del5958-2018,GoSeed,Warri,Delta,5.782921,6.100026,2018,Breeder Seed,Fineface,0.6,Ha,"5.782921,6.100026",GoSeed,Fineface
Del2942-2018,GoSeed,Warri,Delta,5.783075,6.099768,2018,Breeder Seed,TMS-IBA010040,1.0,Ha,"5.783075,6.099768",GoSeed,Others
Del4694-2018,GoSeed,Warri,Delta,,,2018,Breeder Seed,TMS-IBA070539,0.8,Ha,"nan,nan",GoSeed,Others
Del6601-2018,GoSeed,Warri,Delta,5.783194,6.099768,2018,Breeder Seed,TMS-IBA011412,0.7,Ha,"5.783194,6.099768",GoSeed,Others
Del2028-2018,GoSeed,Warri,Delta,5.783348,6.099425,2018,Breeder Seed,Sunshine,1.6,Ha,"5.783348,6.099425",GoSeed,Sunshine
Del6108-2018,GoSeed,Warri,Delta,5.783211,6.100435,2018,Breeder Seed,Sunshine,2.0,Ha,"5.783211,6.100435",GoSeed,Sunshine
Osu2804-2018,IITA,Ikoyi,Osun,7.24465,4.331551,2018,Breeder Seed,Fineface,2.79,Ha,"7.24465,4.331551",IITA,Fineface
Osu2160-2018,IITA,Ikoyi,Osun,7.244266,4.331465,2018,Breeder Seed,TMS-IBA010040,3.64,Ha,"7.244266,4.331465",IITA,Others
Osu1216-2018,IITA,Ikoyi,Osun,7.244607,4.33125,2018,Breeder Seed,Dixon,1.08,Ha,"7.244607,4.33125",IITA,Dixon
Osu1898-2018,IITA,Ikoyi,Osun,7.24459,4.331551,2018,Breeder Seed,TMS-IBA011368,0.14,Ha,"7.24459,4.331551",IITA,Others
Osu1389-2018,IITA,Ikoyi,Osun,7.244615,4.331379,2018,Breeder Seed,Farmers_Pride,0.15,Ha,"7.244615,4.331379",IITA,Farmer's Pride
Osu2231-2018,IITA,Ikoyi,Osun,7.244505,4.331293,2018,Breeder Seed,TMS-IBA980510,0.05,Ha,"7.244505,4.331293",IITA,Others
Osu2802-2018,IITA,Ikoyi,Osun,7.244547,4.331937,2018,Breeder Seed,NR8082,0.31,Ha,"7.244547,4.331937",IITA,Others
Osu1059-2018,IITA,Ikoyi,Osun,7.244522,4.331551,2018,Breeder Seed,TMS-IBA070539,0.06,Ha,"7.244522,4.331551",IITA,Others
Osu2166-2018,IITA,Ikoyi,Osun,7.244564,4.331551,2018,Breeder Seed,Sunshine,1.47,Ha,"7.244564,4.331551",IITA,Sunshine
Ben1249-2018,FJDP,Katsina-Ala Township,Benue,7.188763333333332,9.299315,2018,Certified Seed,TMS-IBA011368,1.1,Ha,"7.188763333333332,9.299315",FJDP,Others
Ben2946-2018,Capitas Gboko,Aliade,Benue,7.341793333333333,8.583701666666666,2018,Certified Seed,TMEB419,0.5,Ha,"7.341793333333333,8.583701666666666",Capitas,TMEB419
Ben3950-2018,Caritas Gboko,Aliade,Benue,7.341743333333333,8.583229999999999,2018,Certified Seed,TMS-IBA011368,0.7,Ha,"7.341743333333333,8.583229999999999",Caritas,Others
Ben3773-2018,Caritas Gboko,Tse Agberagba,Benue,7.184383333333333,8.520378333333333,2018,Certified Seed,TMEB419,0.4,Ha,"7.184383333333333,8.520378333333333",Caritas,TMEB419
Ben1668-2018,Caritas Gboko,Tse Agberagba,Benue,7.187946666666666,8.524661666666667,2018,Certified Seed,TMEB419,0.3,Ha,"7.187946666666666,8.524661666666667",Caritas,TMEB419
Ben2664-2018,Caritas Gboko,Tse Agberagba,Benue,7.197755000000001,8.520836666666666,2018,Certified Seed,Fineface,0.6,Ha,"7.197755000000001,8.520836666666666",Caritas,Fineface
Ben4874-2018,Caritas Gboko,Buruku,Benue,7.439403333333333,9.140566666666668,2018,Certified Seed,Dixon,0.7,Ha,"7.439403333333333,9.140566666666668",Caritas,Dixon
Ben1150-2018,Caritas Gboko,Buruku,Benue,7.448995,9.168171666666666,2018,Certified Seed,TMEB419,0.6,Ha,"7.448995,9.168171666666666",Caritas,TMEB419
Ben1188-2018,Caritas Gboko,Buruku,Benue,7.449583333333334,9.169188333333333,2018,Certified Seed,TMEB419,0.3,Ha,"7.449583333333334,9.169188333333333",Caritas,TMEB419
Ben1755-2018,Caritas Gboko,Buruku,Benue,7.492751666666667,9.15735,2018,Certified Seed,Dixon,0.9,Ha,"7.492751666666667,9.15735",Caritas,Dixon
Ben4354-2018,Caritas Gboko,Buruku,Benue,7.4760083333333345,9.259543333333331,2018,Certified Seed,TMS-IBA011368,0.4,Ha,"7.4760083333333345,9.259543333333331",Caritas,Others
Ben1873-2018,Caritas Gboko,Ugba,Benue,7.425158333333333,9.380951666666666,2018,Certified Seed,Fineface,0.3,Ha,"7.425158333333333,9.380951666666666",Caritas,Fineface
Ben5643-2018,Caritas Gboko,Aliade,Benue,7.254815,8.580678333333333,2018,Certified Seed,TMEB419,0.7,Ha,"7.254815,8.580678333333333",Caritas,TMEB419
Ben1905-2018,Caritas Gboko,Tse Agberagba,Benue,7.188275000000001,8.52687,2018,Certified Seed,TMEB419,0.5,Ha,"7.188275000000001,8.52687",Caritas,TMEB419
Ben3732-2018,Caritas Gboko,Akpagher,Benue,7.327878333333333,8.783153333333333,2018,Certified Seed,TMEB419,1.0,Ha,"7.327878333333333,8.783153333333333",Caritas,TMEB419
Ben1024-2018,Caritas Gboko,Gboko,Benue,7.233365,8.839628333333334,2018,Certified Seed,Dixon,1.0,Ha,"7.233365,8.839628333333334",Caritas,Dixon
Ben2629-2018,Caritas Gboko,Lessel,Benue,7.028641666666666,8.874318333333333,2018,Certified Seed,Dixon,1.0,Ha,"7.028641666666666,8.874318333333333",Caritas,Dixon
Ben1329-2018,Caritas Gboko,Lessel,Benue,7.035431666666667,8.875316666666667,2018,Certified Seed,TMS-IBA011368,1.0,Ha,"7.035431666666667,8.875316666666667",Caritas,Others
Ben9515-2018,Caritas Gboko,Lessel,Benue,7.049998333333334,8.88289,2018,Certified Seed,Fineface,1.0,Ha,"7.049998333333334,8.88289",Caritas,Fineface
Ben2255-2018,Caritas Gboko.,Lessel,Benue,7.049238333333333,8.816558333333335,2018,Certified Seed,TMEB419,0.7,Ha,"7.049238333333333,8.816558333333335",Caritas,TMEB419
Ben1651-2018,Caritas Gboko,Lessel,Benue,7.049656666666667,8.816315,2018,Certified Seed,TMS-IBA011368,1.0,Ha,"7.049656666666667,8.816315",Caritas,Others
Ben2263-2018,Caritas Gboko,Lessel,Benue,7.062363333333334,8.820763333333334,2018,Certified Seed,Fineface,1.0,Ha,"7.062363333333334,8.820763333333334",Caritas,Fineface
Ben1462-2018,Caritas Gboko,Lessel,Benue,7.063633333333333,8.820771666666667,2018,Certified Seed,TMEB419,1.0,Ha,"7.063633333333333,8.820771666666667",Caritas,TMEB419
Ben1048-2018,Caritas Gboko,Lessel,Benue,7.1867833333333335,9.061541666666669,2018,Certified Seed,Dixon,0.7,Ha,"7.1867833333333335,9.061541666666669",Caritas,Dixon
Ben1529-2018,Caritas Gboko,Lessel,Benue,7.186871666666667,9.063763333333332,2018,Certified Seed,TMEB419,0.4,Ha,"7.186871666666667,9.063763333333332",Caritas,TMEB419
Ben2711-2018,Caritas Gboko,Gboko,Benue,7.167886666666667,8.885046666666666,2018,Certified Seed,Dixon,0.9,Ha,"7.167886666666667,8.885046666666666",Caritas,Dixon
Ben1753-2018,Caritas Gboko,Gboko,Benue,7.1687433333333335,8.886201666666667,2018,Certified Seed,Dixon,0.5,Ha,"7.1687433333333335,8.886201666666667",Caritas,Dixon
Ben2753-2018,Caritas Gboko,Gboko,Benue,7.36038,9.114043333333331,2018,Certified Seed,TMS-IBA011368,0.2,Ha,"7.36038,9.114043333333331",Caritas,Others
Ben7350-2018,Caritas Gboko,Gboko,Benue,7.378998333333333,9.038333333333332,2018,Certified Seed,Dixon,0.5,Ha,"7.378998333333333,9.038333333333332",Caritas,Dixon
Ben1490-2018,Caritas Gboko,Gboko,Benue,7.377184999999999,9.036376666666666,2018,Certified Seed,TMEB419,0.5,Ha,"7.377184999999999,9.036376666666666",Caritas,TMEB419
Ben1341-2018,Caritas Gboko,Gboko,Benue,7.448544999999999,8.93567,2018,Certified Seed,Dixon,0.3,Ha,"7.448544999999999,8.93567",Caritas,Dixon
Ben2435-2018,Caritas Gboko,Gboko,Benue,7.358016666666667,9.019015,2018,Certified Seed,TMEB419,0.9,Ha,"7.358016666666667,9.019015",Caritas,TMEB419
Ben2619-2018,Caritas Gboko,Gboko,Benue,7.373689999999999,9.120103333333333,2018,Certified Seed,TMS-IBA011368,0.4,Ha,"7.373689999999999,9.120103333333333",Caritas,Others
Ben1368-2018,VSE,Makurdi,Benue,7.7366689,8.5047171,2018,Certified Seed,TMEB419,1.0,Ha,"7.7366689,8.5047171",VSE,TMEB419
Ben1622-2018,VSE,Makurdi,Benue,7.7366648,8.5041533,2018,Certified Seed,TMEB419,1.0,Ha,"7.7366648,8.5041533",VSE,TMEB419
Ben9921-2018,VSE,Makurdi,Benue,7.451406666666666,8.169756666666666,2018,Certified Seed,TMEB419,1.0,Ha,"7.451406666666666,8.169756666666666",VSE,TMEB419
Ben2801-2018,VSE,Makurdi,Benue,7.7366689,8.5047172,2018,Certified Seed,TMEB419,1.0,Ha,"7.7366689,8.5047172",VSE,TMEB419
Ben2369-2018,VSE,Makurdi,Benue,7.452746666666667,8.172678333333332,2018,Certified Seed,TMEB419,0.74,Ha,"7.452746666666667,8.172678333333332",VSE,TMEB419
Ben2728-2018,VSE,Makurdi,Benue,7.452676666666667,8.172695000000001,2018,Certified Seed,TMEB419,0.74,Ha,"7.452676666666667,8.172695000000001",VSE,TMEB419
